MENSAJES;POLARIDAD
Alexander David ha subido un archivo.;Positivo
Jeoffre V Lima ha subido un archivo.;Positivo
Listo dele nomas;Positivo
Un cambio de ultimo momento el documento lo debe subir el secretario - Alexander. Debe entrar a la plataforma brightspace y enviar en el apartado que dice Trabajo colaborativo.;Positivo
Si lo envia me confirma.;Positivo
Ya subi el archivo el plazo estaba por terminar, ya les aviso cualquier cosa.;Positivo
Ok compañero todo bien;Positivo
Gracias compañero... por motivos de trabajo no pude leer el comunicado;Positivo
"Compañeros por favor no se olviden de hacer su autoevaluación y coevaluación (la coevaluación debe ser una por cada integrante) del trabajo colaborativo y subirla a brightspace hasta las 23:00 pm de hoy.
Si tienen alguna duda me avisan.";Positivo
se encuentra listo compañero ya esta enviado, Saludos;Positivo
VaNe Cadena ha subido un archivo.;Positivo
algo mas que deba aportar la verdad estoy perdida en esto;Negativo
"El PLE es un sistema que ayuda a los estudiantes a tomar el control y gestión de su propio aprendizaje, es decir esta conformado por etapas básicas como son: 
 Buscadores de información
 Editores de información 
 Relación con las personas";Positivo
"Cuando hablamos de PLE o entendido de mejor manera  como Entorno Personal de Aprendizaje nos referimos a la manera en la que cada uno de nosotros  entendemos como se aprende y en que contexto se aprende, asi como donde aprendemos, haciendo que cosas aprendemos y con quien aprendemos para poder compartir los conocimientos.
El PLE esta basado y mantiene 3 herramientas las cuales son: 
1.- de donde leemos o absorbemos conocimientos.
2.- Donde modificamos o reflexionamos estos conocimientos.
3.- con quien nos relacionamos para aprender y compartir los conocimientos.";Positivo
Rommel Constante ha creado el grupo GRUPO 5.;Positivo
Compañero saludos, disculpe en que pagina esta el ejercicio xq no lo encuentro usted dice pag, 654 pero no hay nada?? Rommel Constante;Positivo
mil disculpas... creo que es la 65;Positivo
Rommel Constante graciasss no sabia cual era, es el 2.5 ??;Positivo
Rommel Constante entonces en que les ayudo que no mas tienen para seguir completando????;Positivo
estan publicados los trabajos de patricio y de mi persona para contribuir con lo que falte compañero…;Positivo
ya unifico en el documento para ver como esta ya lo subo en 30min;Positivo
"Pngase en contacto con 
Patricio Sandoval, es el secretario y esta realizando el informe final";Positivo
Patricio Sandoval Saludos compañero pido mil disculpas, me integro al trabajo seria bueno utilizar google docs para revisar todos el trabajo en linea, y poder seguir avanzando con lo que falte.. https://docs.google.com/.../1DhN8M1o6X2mbnBh3tbmhQWQ.../edit;Positivo
Patricio Sandoval Rommel Constante compañeros o como seguimos completando para no trabajar en lo mismo en que seguimos avanzando???;Positivo
Hola Rommel Constante un gusto cual es la tarea??;Negativo
"Empecemos con la revisión de los 2 primeros ítems que os propone la Maestra
Manejar el significado de REAS y Resolver de manera personal el ejercicio 2.5 de la pagina 654 del libro base..
Comentemos sobre el significado de REAS para tener una idea única todo el grupo";Positivo
si estoy equivocado por favor corríjanme;Positivo
tenemos un cronograma de trabajo en el material que nos dio la Maestra.... podemos seguirlo para organizarnos mejor;Positivo
Estoy de a cuerdo pero en esta area pensaria que se debe tratar de manera asincronica.;Positivo
Saludos compañeros, entonces iniciamos resolviendo el ejercicio???;Positivo
Si Giovanny Cholca el compañero Rommel Constante propuso comentar el significado de REAS;Positivo
compañeros buenos dias por favor aprovechemos el feriado para raelizar la tarea;Positivo
Giovanny, indicarme su correo para enviarle los dos documentos hasta ahora trabajados.;Positivo
byroncholca@hotmail.com;Neutro
"OK. Hay que cumplir los requisitos del documento ""Heteroevaluación"" donde es importante la bibliografía.";Positivo
ES un documento enviad por la profesora y hay que descargarlo de la plataforma. Le enviaré por correo enseguida.;Positivo
Patricio Sandoval por favor responder si hago un solo documento y lo envio???? ya nos coje la noche y es para mañana;Positivo
Con Rommel se acordó integrar los aportes de todos en un solo documento, esa es la tarea, yo puedo hacerlo mañana para que lo revisen y se suba. Hay que integrar los aportes evitando duplicar contenidos, organizándolos de manera jerarquizada y con buena redacción y ortografía.;Neutro
"Giovanny Cholca el documento lo va hacer 
Patricio Sandoval, que es el secretario..... y ese es el documento que se subira como trabajo de grupo... usted no tiene que subir ningun trabajo... es uno solo por grupo";Positivo
le recomiendo que lea las indicaciones de la Maestra para no caer en errores;Positivo
"creo que debe realizar sus aportaciones.... publicarlas en el grupo para que la Maestra considere su aportacion y con ese trabajo mañana 
Patricio Sandoval eleborara un solo documento recogiendo el criterio de todos";Positivo
Sería importante poner en la portada algo que se relacione con el tema  o con la asignatura.;Negativo
Rommel Constante ha subido un archivo.;Positivo
Rommel, saludos y dispuesto a cumplir con el trabajo del grupo, ¿Dónde puedo mirar las descripciones de las REAS solicitadas?;Positivo
un documento adjunto envio la Maestra.....;Positivo
"Rommel, dónde lo puedo descargar este documento. El que dispongo es ""Trabajo colaborataivo 1.PDF""";Positivo
"Rommel: Reenvío mi aporte para el trabajo colaborativo 1. Estoy en línea
para completar la tarea.
___________________________________
*Patricio Sandoval Simba*
Servicios técnicos en el ámbito educativo y gestión cultural
Correo electrónico: patomateo@gmail.com - patomateo@hotmail.com
Telfs. (593-2) 3433939 - 0990681786- 0996603690
Skype: patomateo53
Quito-Ecuador
El 31 de octubre de 2015, 12:06, Rommel Constante <
notification+kr4mab2bgnwn@facebookmail.com> escribió:";Positivo
suba el archivo compañero para verificar;Positivo
Rommel Constante ha actualizado la foto de portada del grupo.;Positivo
Rommel Constante ha actualizado la descripción.;Neutro
Rommel Constante ha creado un evento privado para el grupo;Neutro
"REAS • Parámetros (Rendimiento, Entorno, Actuadores, Sensores) para el análisis y evaluación de la capacidad e inteligencia (soluciones) de un agente “operador que transforma un input en output dentro del espacio de problema”.
RENDIMIENTO
• Criterios objetivos (cualidades) para determinar el éxito en el comportamiento de un agente.
• Secuencia de acciones y estados deseables de un agente en determinado medio-hábitat.
• Lo que se espera haga el agente.
ENTORNO
• Medio externo, hábitat en que actúa el agente.
• “Espacio de problema”.
• “Mundo perceptual”.
• Contexto donde actúa el agente.
ACTUADORES
• Elementos que reaccionan a un estímulo realizando una acción.
• “Efectores”.
• Mecanismos con los cuales el agente efectúa sus acciones.
• Cambian el entorno. 
SENSORES
• Elementos con los que el agente percibe su medioambiente.
• Entradas, perciben el entorno, proporcionan información.
• Dispositivos con los que el agente capta-recoge información.";Neutro
"Tipo de agente: Robot que juega al fútbol
RENDIMIENTO
• Triunfador de partidos.
• Colaborador con equipo para meter y evitar goles.
• Cumplidor de reglas del futbol.
• Colaborador con árbitro.
• “Juego limpio” con rivales.
• Cumplidor de táctica y estrategia del equipo.
ENTORNO 
• Estadios y canchas de fútbol (a escala).
• Investigadores y desarrolladores de IA.
• Espectadores, anunciantes e inversionistas. 
ACTUADORES
• Cabeza y “piernas”-ruedas articuladas de plástico y metal.
• Artefacto mecánico para impulsar el balón.
• Balón. 
SENSORES
• Cámara.
• Sensor de movimiento.
• Radar.
• Registrador de movimientos.
• Detectores de sonido.
• Sensores de luz y temperatura.";Neutro
"Agente pasa comprar libros en Internet 
RENDIMIENTO
• Buscador eficaz de libros en sitios Web
• Consulta de disponibilidad.
• Análisis comparativo de precios.
• Selector de mejor opción para reducir costos (precio de compra).
• Comunicación con tiendas en línea. 
ENTORNO
• Portales web de comercio electrónico-Internet.
• Base de datos con direcciones e interfaces de las tiendas virtuales.
• Estrategias y reglas del comercio electrónico. Seguro. 
ACTUADORES
• Visualizador de resultados.
• Interfaz de comparación.
• Cesta de compras.
• Verificador de datos de compra, facturación, pago y entrega.
SENSORES 
• Buscador de bases de datos Web.
• Interfaz de usuario.
• Teclado de entrada.
• Mouse.";Neutro
podemos harer un complemento con mi aporte... q le parece hasta ver que nos dice la maestra;Positivo
solo esxisten criterios de los dos y no podemos esperar a que se integren mas... mañana tenemos que enviar el trabajo;Positivo
De acuerdo. En el documento final hay que incluir bibliografía.;Positivo
Sugiero basarnos en la matriz y incrementar los contenidos suyos, luego revisarlos pata que no hayan duplicados, asimismo descartar los posibles errores.;Positivo
en el mio si creo que esta…;Positivo
pedo de todas maneras hay que citar las suyas;Positivo
"Si, es importante de acuerdo con el documento ""Heteroevaluacion"". Puedo fungir como secretario si no hay otro participante.";Positivo
"de acuerdo 
Patricio Sandoval usted haga el papel se secretario";Positivo
Consolidaré los aportes de los dos en la matriz mañana en la mañana, le envío para su revisión final y subida para la profesora. Favor confirmar.;Positivo
"confirmado 
Patricio Sandoval... gracias por su colaboracion, ha sido muy valiosa";Positivo
"Explorador autónomo de Marte 
RENDIMIENTO
• Recorrer y explorar de la superficie.
• Recopilar la mayor información ambiental sobre el planeta.
• Recoger y almacenar muestras de materiales. 
ENTORNO
• Superficie y atmósfera del planeta Marte.
ACTUADORES
Mecanismos de tracción y movimiento terrestre.
• Brazos mecánicos.
• Mecanismos de comunicación.
SENSORES
Cámaras. 
• Radar.
• Sensores de movimiento.
• Detectores de sonido.
• Sensores de luz y temperatura.
• Mapas, fotografías y diagramas.";Neutro
"Entorno de trabajo,  REAS (Rendimiento, Entorno, Actuadores y Sensores), refiere más a un conjunto completo de componentes que componen el “mundo” del agente o “problema” que el agente viene a solucionar.
Robot que juega al fútbol:
Rendimiento: meter mayor número de goles, ganar el partido, no cometer faltas, terminar el juego sin fallas o caídas.
Entorno: canchas de fútbol. espacio de juego para el partido 
Actuadores: piernas articuladas
Sensores: cámara, sensores angulares, gps. 
Agente para comprar libros por Internet:
Rendimiento: minimizar los tiempos de compra, búsqueda automática de libros, encontrar el precio más accesible.
Entorno: Internet, dispositivos móviles, de escritorio y la web.
Actuadores: interfaz gráfica de usuario pantalla de resultados.
Sensores: teclado de entrada, mouse, interfaz de usuario
Explorador autónomo de Marte:
Rendimiento: recopilar la mayor información sobre el planeta, maximizar la exploración de la superficie. No extraviarse
Entorno: Superficie terrestre de Marte
Actuadores: mecanismos de movimiento, ruedas
Sensores: cámaras, radares, gps
Asistente matemático para la demostración de teoremas
Rendimiento: optimizar la demostración, minimizar errores, agilizar el tiempo de resultados.
Entorno: universidades, centros de investigación, maestros estudiantes
Actuadores: pantalla con resultados.
Sensores: teclado de entrada, mouse, interfaz de usuario.";Neutro
Compañeros del grupo 5, remito a ustedes vía e-mail el documento que sistematiza los aportes presentados hasta la mañana de hoy.;Positivo
Compañeros del grupo 5, les informo que procedí a subir el documento con el trabajo del grupo, de acuerdo con la función del secretario.;Positivo
¡Gracias Patricio!;Positivo
CVOMPAÑEROS PARA LA COEVALUACION TENEMOS QUE HACER CADA UNO DE LOS DEMAS COMPAÑEROS?;Positivo
COMPAÑERO POR FAVOR CONTINUAR CON LA COEVALUACION;Neutro
"Rommel, ¿tiene alguna indicación sobre la coevaluación?.
Yo puedo subir el PDF con mi valoración de usted y de Cholca Campues Byron
Giovanny, con el link habilitado en la plataforma.
Ustedes remitan su evaluación sobre mi y entre si.
Favor confirmar el procedimiento.
Hay que subir el día de hoy.
___________________________________
*Patricio Sandoval Simba*
Servicios técnicos en el ámbito educativo y gestión cultural
Correo electrónico: patomateo@gmail.com - patomateo@hotmail.com
Telfs. (593-2) 3433939 - 0990681786- 0996603690
Skype: patomateo53
Quito-Ecuador
El 8 de noviembre de 2015, 9:11, Rommel Constante <
notification+kr4mab2bgnwn@facebookmail.com> escribió:";Positivo
